,Tipo,Empresa,Setor,Subsetor,Cotacao,Data_ult_cot,Min_52_sem,Max_52_sem,Vol_med_2m,Valor_de_mercado,Valor_da_firma,Ult_balanco_processado,Nro_Acoes,PL,PVP,PEBIT,PSR,PAtivos,PCap_Giro,PAtiv_Circ_Liq,Div_Yield,EV_EBITDA,EV_EBIT,Cres_Rec_5a,LPA,VPA,Marg_Bruta,Marg_EBIT,Marg_Liquida,EBIT_Ativo,ROIC,ROE,Liquidez_Corr,Div_Br_Patrim,Giro_Ativos,Ativo,Cart_de_Credito,Depositos,Patrim_Liq,Result_Int_Financ_12m,Rec_Servicos_12m,Lucro_Liquido_12m,Result_Int_Financ_3m,Rec_Servicos_3m,Lucro_Liquido_3m,Disponibilidades,Ativo_Circulante,Div_Bruta,Div_Liquida,Receita_Liquida_12m,EBIT_12m,Receita_Liquida_3m,EBIT_3m
MILS3,ON NM,MILLS ON NM,Diversos,Aluguel de carros,10.24,2023-02-10,5.65,13.94,9804540,2522200000,2664590000,2022-09-30,246309000,1186,210,883,256,127,495,26452,2.6%,589,932,38.6%,086,489,61.3%,29.0%,21.6%,14.4%,19.2%,17.7%,287,046,050,1978290000,,,1203750000,,,212587000,,,64923000,416867000,781849000,559251000,142384000,984206000,285788000,282311000,78454000
MLAS3,ON NM,MULTILASER ON NM,Computadores e Equipamentos,Computadores e Equipamentos,2.61,2023-02-10,2.56,6.40,7945910,2141610000,2585170000,2022-09-30,820539000,478,050,-2025,052,031,055,074,4.7%,-5369,-2444,-,055,519,23.1%,-2.6%,11.0%,-1.5%,-1.9%,10.5%,334,022,059,6892130000,,,4258810000,,,448335000,,,68562000,513777000,5519730000,957344000,443567000,4087890000,-105781000,1123430000,40750000
MMAQ4,PN,MINASMÁQUINAS S/A PN,Comércio,Material de Transporte,200.06,2003-12-10,0.00,0.00,0,9002700,30946700,2022-09-30,45000,022,004,060,001,002,006,006,0.0%,160,207,29.6%,91111,515996,11.3%,2.0%,5.5%,3.5%,5.0%,17.7%,185,031,174,426412000,,,232198000,,,41000000,,,13966000,50026000,354264000,71970000,21944000,743473000,14956000,235997000,7477000
MMXM3,ON NM,MMX MINER ON NM,Mineração,Minerais Metálicos,14.00,2021-05-19,14.00,37.20,0,90832000,360503000,2021-03-31,6488000,-217,-011,470,-,071,-010,-009,0.0%,1864,1864,-28.5%,-646,-12988,-,-,0.0%,15.1%,25.9%,5.0%,001,-032,-,128006000,,,-842661000,,,-41920000,,,-29728000,287000,7224000,269958000,269671000,0,19338000,0,-2124000
MNDL3,ON,MUNDIAL S/A ON,"Tecidos, Vestuário e Calçados",Acessórios,44.50,2023-02-08,18.50,46.00,42485,110360000,446340000,2022-09-30,2480000,-017,-015,130,015,008,-009,-007,0.0%,447,525,13.8%,-25721,-30355,36.6%,11.5%,-86.2%,6.5%,6.9%,84.7%,026,-046,057,1304640000,,,-752804000,,,-637881000,,,-11995000,6653000,443960000,342633000,335980000,740095000,84944000,204984000,25106000
MNPR3,ON,MINUPAR ON,Alimentos Processados,Carnes e Derivados,5.87,2023-02-10,5.35,7.93,12787,41677000,41900000,2022-09-30,7100000,101,-013,069,011,014,-011,-009,0.0%,062,069,16.7%,584,-4505,28.3%,16.7%,11.4%,19.9%,20.8%,-13.0%,030,-000,119,303779000,,,-319878000,,,41446000,,,7269000,273000,158752000,496000,223000,362658000,60508000,95530000,16667000
MOAR3,ON,MONTEIRO ARANHA ON,Holdings Diversificadas,Holdings Diversificadas,439.50,2023-02-10,390.44,483.72,138040,5384310000,5452590000,2022-09-30,12251000,5098,651,-15310,11705000,263,962,-1458,2.0%,-15817,-15504,-53.2%,862,6753,100.0%,-76454.3%,229602.0%,-1.7%,-2.9%,12.8%,294,108,000,2043780000,,,827321000,,,105617000,,,55085000,825188000,847258000,893465000,68276900,46000,-35169000,0,-6721000
MODL3,ON N2,MODALMAIS ON N2,Intermediários Financeiros,Bancos,2.20,2023-02-10,2.03,5.55,7761340,1549240000,-,2022-12-31,704200000,5438,124,-,-,-,-,-,4.5%,-,-,44.4%,004,178,-,-,0.0%,0.0%,-,2.3%,-,-,-,7505740000,1451020000,3660320000,1252920000,248891000,107267000,28488000,88307000,12425000,-20729000,,,,,,,,
MODL4,PN N2,MODALMAIS PN N2,Intermediários Financeiros,Bancos,2.72,2022-09-16,2.19,4.11,0,1915420000,-,2022-12-31,704200000,6724,153,-,-,-,-,-,2.8%,-,-,44.4%,004,178,-,-,0.0%,0.0%,-,2.3%,-,-,-,7505740000,1451020000,3660320000,1252920000,248891000,107267000,28488000,88307000,12425000,-20729000,,,,,,,,
MOSI3,ON NM,MOSAICO SA ON NM,Programas e Serviços,Programas e Serviços,8.24,2022-03-18,7.24,15.03,0,1043150000,499890000,2021-09-30,126596000,3229,156,8969,476,145,189,190,0.0%,2491,4298,-,026,530,89.5%,5.3%,14.7%,1.6%,8.1%,4.8%,1330,000,031,717855000,,,670337000,,,32310000,,,2147000,544311000,595881000,1052000,-543259000,219106000,11630000,50152000,-2175000
MOVI3,ON NM,MOVIDA ON NM,Diversos,Aluguel de carros,6.62,2023-02-10,6.42,17.49,32466700,2398440000,14243900000,2022-09-30,362302000,294,086,088,028,009,038,-018,21.9%,391,524,32.8%,225,767,41.1%,31.5%,9.4%,10.3%,16.0%,29.4%,262,707,033,26410200000,,,2777080000,,,815230000,,,93720000,7795460000,10231800000,19640900000,11845500000,8630150000,2719910000,2615770000,683386000
MRFG3,ON NM,Marfrig ON NM,Alimentos Processados,Carnes e Derivados,6.62,2023-02-10,6.33,18.77,116654000,4369200000,47200900000,2022-09-30,660000000,080,064,044,004,003,040,-008,34.4%,335,479,44.8%,826,1035,15.9%,8.4%,4.9%,7.2%,10.0%,79.8%,127,920,085,137191000000,,,6832400000,,,5449330000,,,430660000,20058800000,51062800000,62890500000,42831700000,117184000000,9853520000,36416600000,2014500000
MRSA3B,ON MB,MRS LOGÍSTICA S/A ON MB,Transporte,Transporte Ferroviário,26.00,2022-11-18,20.06,38.23,0,8840000000,11862800000,2022-09-30,340000000,1270,161,594,170,061,-9164,-134,0.0%,456,797,9.7%,205,1611,35.1%,28.7%,13.4%,10.2%,11.8%,12.7%,096,082,036,14517800000,,,5477760000,,,696318000,,,322757000,1468490000,2437360000,4491270000,3022770000,5190490000,1487910000,1574900000,582474000
MRSA5B,PNA MB,MRS LOGÍSTICA S/A PNA MB,Transporte,Transporte Ferroviário,22.06,2022-12-20,21.20,32.49,103,7500400000,10523200000,2022-09-30,340000000,1077,137,504,145,052,-7775,-114,2.3%,405,707,9.7%,205,1611,35.1%,28.7%,13.4%,10.2%,11.8%,12.7%,096,082,036,14517800000,,,5477760000,,,696318000,,,322757000,1468490000,2437360000,4491270000,3022770000,5190490000,1487910000,1574900000,582474000
MRSA6B,PNB MB,MRS LOGÍSTICA S/A PNB MB,Transporte,Transporte Ferroviário,23.06,2022-12-05,20.06,30.97,0,7840400000,10863200000,2022-09-30,340000000,1126,143,527,151,054,-8128,-119,2.2%,418,730,9.7%,205,1611,35.1%,28.7%,13.4%,10.2%,11.8%,12.7%,096,082,036,14517800000,,,5477760000,,,696318000,,,322757000,1468490000,2437360000,4491270000,3022770000,5190490000,1487910000,1574900000,582474000
MRVE3,ON NM,MRV ON NM,Construção Civil,Incorporações,6.12,2023-02-10,6.06,12.93,88339300,2960760000,9162970000,2022-09-30,483784000,687,048,1544,043,013,054,-055,6.5%,2783,4777,6.7%,089,1284,20.6%,2.8%,7.4%,0.8%,0.9%,6.9%,211,111,030,22854800000,,,6209620000,,,431029000,,,1587000,707703000,10530100000,6909920000,6202210000,6875470000,191806000,1694860000,-12980000
MSPA3,ON,MELHORAMENTOS ON,Madeira e Papel,Papel e Celulose,46.25,2023-01-23,46.25,50.01,420,296231000,403363000,2022-09-30,6405000,-918,037,-1518,157,021,830,-059,0.0%,20900,-2067,8.1%,-504,12495,32.5%,-10.4%,-17.1%,-1.4%,-1.4%,-4.0%,148,018,013,1415440000,,,800313000,,,-32269000,,,-7390000,34157000,110413000,141289000,107132000,188230000,-19518000,50451000,-5136000
MSPA4,PN,MELHORAMENTOS PN,Madeira e Papel,Papel e Celulose,41.00,2022-12-23,41.00,47.00,558,262605000,369737000,2022-09-30,6405000,-814,033,-1345,140,019,736,-052,0.0%,19157,-1894,8.1%,-504,12495,32.5%,-10.4%,-17.1%,-1.4%,-1.4%,-4.0%,148,018,013,1415440000,,,800313000,,,-32269000,,,-7390000,34157000,110413000,141289000,107132000,188230000,-19518000,50451000,-5136000
MTIG3,ON,IGUAÇU ON,Embalagens,Embalagens,5.21,2016-04-01,0.00,0.00,0,637449000,740164000,2022-09-30,122351000,-1191,-701,-2135,1652,805,-527,-427,0.0%,-2745,-2479,-26.2%,-044,-074,-23.2%,-77.4%,-138.6%,-37.7%,-44.9%,58.9%,015,-113,049,79151700,,,-90894800,,,-53505500,,,-20386900,280549,20841900,102995000,102715000,38593300,-29859500,13273700,-6231330
MTIG4,PN,IGUAÇU PN,Embalagens,Embalagens,23.00,2022-10-20,23.00,48.45,0,2814070000,2916790000,2022-09-30,122351000,-5259,-3096,-9424,7292,3555,-2324,-1886,0.0%,-10819,-9768,-26.2%,-044,-074,-23.2%,-77.4%,-138.6%,-37.7%,-44.9%,58.9%,015,-113,049,79151700,,,-90894800,,,-53505500,,,-20386900,280549,20841900,102995000,102715000,38593300,-29859500,13273700,-6231330
MTRE3,ON NM,MITRE REALTY ON NM,Construção Civil,Incorporações,4.08,2023-02-10,3.33,6.33,2851260,431562000,587653000,2022-09-30,105775000,1184,043,1127,065,021,044,095,8.0%,1367,1535,32.6%,034,941,31.1%,5.8%,5.9%,1.9%,2.3%,3.7%,292,047,033,2046310000,,,995189000,,,36460000,,,13087000,316397000,1498760000,472488000,156091000,665342000,38283000,171425000,7101000
MTSA4,PN,METISA PN,Máquinas e Equipamentos,Máq. e Equip. Construção e Agrícolas,43.80,2023-02-10,33.73,47.16,112696,384990000,337020000,2022-09-30,8789730,468,103,343,050,068,141,145,6.1%,277,300,31.6%,936,4237,29.5%,14.5%,10.6%,19.7%,27.5%,22.1%,246,018,136,569726000,,,372456000,,,82265700,,,27739700,113613000,461937000,65643300,-47969800,774873000,112303000,228710000,38570800
MULT3,ON N2,Multiplan ON N2,Exploração de Imóveis,Exploração de Imóveis,23.66,2023-02-10,19.21,26.95,111747000,14214000000,16152600000,2022-12-31,600761000,1848,216,1233,791,131,2935,-565,3.0%,1188,1401,7.8%,128,1096,81.1%,64.1%,42.8%,10.6%,11.9%,11.7%,137,045,017,10877300000,,,6582340000,,,769255000,,,239027000,1024990000,1779400000,2963610000,1938620000,1797600000,1152950000,504451000,368886000
MWET3,ON,WETZEL S.A. ON,Material de Transporte,Material Rodoviário,29.98,2022-11-14,16.05,35.10,0,61698800,130861000,2022-09-30,2058000,241,-275,685,022,023,3542,-037,0.0%,999,1454,15.7%,1244,-1090,16.0%,3.2%,9.1%,3.4%,3.8%,-114.1%,101,-309,106,265229000,,,-22427000,,,25592000,,,30280000,156000,123716000,69318000,69162000,280169000,9002000,81838000,6486000
MWET4,PN,WETZEL S.A. PN,Material de Transporte,Material Rodoviário,11.13,2023-02-10,8.69,18.24,28797,22905500,92067500,2022-09-30,2058000,090,-102,254,008,009,1315,-014,0.0%,703,1023,15.7%,1244,-1090,16.0%,3.2%,9.1%,3.4%,3.8%,-114.1%,101,-309,106,265229000,,,-22427000,,,25592000,,,30280000,156000,123716000,69318000,69162000,280169000,9002000,81838000,6486000
MYPK3,ON,IOCHPE-MAXION ON,Automóveis e Motocicletas,Automóveis e Motocicletas,11.49,2023-02-10,10.20,18.37,18813300,1766240000,6362700000,2022-09-30,153720000,344,043,157,011,012,060,-064,7.2%,390,565,15.3%,334,2661,11.2%,6.8%,3.7%,7.4%,10.0%,12.6%,158,152,109,15197700000,,,4089830000,,,513995000,,,69388000,1604260000,8021310000,6200710000,4596460000,16575300000,1125360000,4318340000,156883000
NEOE3,ON NM,NEOENERGIA ON NM,Energia Elétrica,Energia Elétrica,14.45,2023-02-10,13.43,18.67,20832300,17539400000,53039400000,2022-09-30,1213800000,397,066,172,041,019,340,-041,6.4%,428,520,15.5%,364,2206,28.9%,23.6%,10.4%,11.1%,12.7%,16.5%,130,162,047,92021000000,,,26775000000,,,4417000000,,,1495000000,7987000000,22342000000,43487000000,35500000000,43195000000,10199000000,10241000000,1967000000
NEXP3,ON,NEXPE ON,Exploração de Imóveis,Intermediação Imobiliária,9.12,2023-02-10,9.12,59.00,107218,24218800,52203800,2022-09-30,2655570,-039,119,-065,020,009,-067,-015,0.0%,-201,-140,3.7%,-2311,764,58.8%,-31.4%,-51.7%,-14.6%,-17.5%,-302.6%,068,287,047,255169000,,,20281000,,,-61379000,,,-7485000,30227000,75633000,58212000,27985000,118820000,-37295000,37420000,-5451000
NGRD3,ON NM,NEOGRID ON NM,Programas e Serviços,Programas e Serviços,1.16,2023-02-10,1.16,2.93,1178850,276848000,81457300,2022-09-30,238662000,20816,061,2969,105,039,137,390,1.3%,220,873,11.2%,001,189,64.9%,3.5%,0.3%,1.3%,2.2%,0.3%,248,016,037,718744000,,,451675000,,,1330000,,,1717000,268671000,338196000,73280000,-195391000,263092000,9326000,67596000,754000
NINJ3,ON NM,GETNINJAS ON NM,Programas e Serviços,Programas e Serviços,2.88,2023-02-10,2.45,4.34,322664,144647000,-132716000,2022-09-30,50224600,-654,052,-279,246,048,055,055,0.0%,260,256,-,-044,553,90.8%,-88.2%,-37.6%,-17.3%,-366.3%,-8.0%,1324,000,020,300297000,,,277516000,,,-22113000,,,-2700000,278631000,284127000,1268000,-277363000,58814000,-51853000,14287000,-11493000
NORD3,ON,NORDON INDS METALURGICAS SA ON,Máquinas e Equipamentos,Máq. e Equip. Industriais,6.98,2023-02-10,3.60,13.79,2228,46214600,84154600,2022-09-30,6621000,-575,-031,-10113,2837,266,-100,-028,0.0%,-18415,-18415,21.5%,-121,-2249,90.1%,-28.1%,-493.2%,-2.6%,-2.7%,5.4%,003,-025,009,17397000,,,-148922000,,,-8035000,,,-318000,8000,1202000,37948000,37940000,1629000,-457000,416000,-6000
NTCO3,ON NM,GRUPO NATURA ON NM,Produtos de Uso Pessoal e de Limpeza,Produtos de Uso Pessoal,14.63,2023-02-10,9.91,27.88,192600000,20235500000,29314000000,2022-09-30,1383150000,-1588,088,1475,054,037,598,-128,0.9%,730,2137,-2.3%,-092,1662,64.2%,3.6%,-3.4%,2.5%,3.1%,-5.5%,127,060,069,54500800000,,,22985000000,,,-1274180000,,,-559777000,4629510000,15685300000,13708000000,9078500000,37602700000,1371990000,9003730000,250060000
ODER4,PN,CONSERVAS ODERICH SA PN,Alimentos Processados,Alimentos Diversos,190.00,2021-02-09,0.00,0.00,0,2144530000,2329960000,2022-09-30,11287000,2451,517,1222,294,248,575,1240,1.8%,1262,1327,21.0%,775,3677,28.7%,24.1%,12.0%,20.3%,23.7%,21.1%,249,061,084,866359000,,,414981000,,,87486000,,,22184000,68808000,624342000,254233000,185425000,728427000,175566000,194182000,29696000
ODPV3,ON NM,ODONTOPREV ON NM,Serv.Méd.Hospit. Análises e Diagnósticos,Serv.Méd.Hospit. Análises e Diagnósticos,12.00,2023-02-10,8.10,12.00,22310900,6821590000,6464520000,2022-09-30,568466000,1535,566,1078,364,321,-4757,-2431,2.6%,934,1021,4.3%,078,212,61.4%,33.8%,23.6%,29.7%,36.3%,36.8%,082,-,088,2127470000,,,1206080000,,,444399000,,,96188000,357072000,636223000,0,-357072000,1873770000,632855000,491219000,141071000
OFSA3,ON NM,OUROFINO S/A ON NM,Medicamentos e Outros Produtos,Medicamentos e Outros Produtos,26.06,2023-02-10,19.09,26.95,302721,1405910000,1645460000,2022-09-30,53949000,1152,194,939,142,107,251,612,2.6%,909,1099,15.5%,226,1346,49.5%,15.1%,12.3%,11.4%,14.1%,16.8%,322,055,076,1308360000,,,726058000,,,122057000,,,44795000,156537000,812130000,396084000,239547000,988726000,149759000,280718000,56062000
OIBR3,ON N1,OI ON N1,Telecomunicações,Telecomunicações,1.26,2023-02-10,1.10,9.10,39937400,831983000,19197400000,2022-09-30,660304000,-024,-036,-018,007,002,023,-002,0.0%,-4292,-418,-30.6%,-516,-346,-3.5%,-39.6%,-29.1%,-9.4%,-11.2%,149.2%,137,-961,024,48830300000,,,-2283720000,,,-3407580000,,,-3063740000,3579880000,13608400000,21945300000,18365400000,11603100000,-4590960000,2770060000,-1006350000
OIBR4,ON N1,OI ON N1,Telecomunicações,Telecomunicações,3.12,2023-02-10,3.02,16.10,1871110,2060150000,20425500000,2022-09-30,660304000,-060,-090,-045,018,004,056,-005,0.0%,-4567,-445,-30.6%,-516,-346,-3.5%,-39.6%,-29.1%,-9.4%,-11.2%,149.2%,137,-961,024,48830300000,,,-2283720000,,,-3407580000,,,-3063740000,3579880000,13608400000,21945300000,18365400000,11603100000,-4590960000,2770060000,-1006350000
OMGE3,ON NM,OMEGA GER ON NM,Energia Elétrica,Energia Elétrica,27.57,2021-12-23,25.74,37.42,0,5521550000,10701900000,2021-09-30,200274000,-3203,159,1256,342,054,1086,-106,0.0%,1309,2434,38.7%,-086,1739,32.4%,27.2%,-11.1%,4.3%,4.7%,-4.9%,172,166,016,10175700000,,,3483570000,,,-172362000,,,-29370000,605725000,1217700000,5786080000,5180350000,1614810000,439678000,454853000,110811000
ONCO3,ON NM,ONCOCLINICAS ON NM,Serv.Méd.Hospit. Análises e Diagnósticos,Serv.Méd.Hospit. Análises e Diagnósticos,7.22,2023-02-10,4.21,10.91,10475100,3573470000,5965990000,2022-09-30,494940000,-37372,177,1034,098,049,580,-136,0.0%,1163,1727,-,-002,407,34.8%,9.5%,1.1%,4.7%,5.6%,-0.5%,142,148,050,7274490000,,,2014190000,,,-9561990,,,30833000,591427000,2092810000,2983950000,2392520000,3639600000,345477000,1163870000,130278000
OPCT3,ON NM,OCEANPACT ON NM,"Petróleo, Gás e Biocombustíveis",Equipamentos e Serviços,3.09,2023-02-10,1.62,3.65,1408400,617875000,1682180000,2022-09-30,199960000,000,082,-,-,028,-532,-060,0.0%,-,-,-,000,376,-,-,-,0.0%,-,-,080,155,-,2240400000,,,751063000,,,0,,,-36080000,102001000,465634000,1166310000,1064310000,0,0,309407000,17916000
ORVR3,ON NM,ORIZON ON NM,Água e Saneamento,Água e Saneamento,39.14,2023-02-10,24.65,46.68,14262800,2798510000,3380940000,2022-09-30,71500000,-4431,678,2862,465,166,3783,-317,0.0%,1615,3458,57.2%,-088,578,35.8%,16.2%,-9.0%,5.8%,6.1%,-15.3%,125,148,036,1689870000,,,412995000,,,-63155000,,,-12386000,27289000,375080000,609725000,582436000,602378000,97777000,197177000,12926000
OSXB3,ON NM,OSX BRASIL ON NM,"Petróleo, Gás e Biocombustíveis",Equipamentos e Serviços,5.31,2023-02-10,4.81,7.92,74316,16715900,5172680000,2022-09-30,3148000,-003,-000,-069,048,001,-003,-000,0.0%,-44673,-21434,37.0%,-18944,-185594,90.6%,-69.1%,-1839.5%,-1.1%,-1.2%,10.2%,005,-089,002,2209720000,,,-5842510000,,,-596370000,,,-172445000,22053000,34406000,5178010000,5155960000,34908000,-24133000,8600000,-23572000
PARD3,ON NM,IHPARDINI ON NM,Serv.Méd.Hospit. Análises e Diagnósticos,Serv.Méd.Hospit. Análises e Diagnósticos,19.56,2023-02-10,16.13,24.56,8966410,2561950000,2739600000,2022-09-30,130979000,1496,268,790,124,107,30635,-363,3.3%,587,845,16.5%,131,731,27.5%,15.7%,8.3%,13.6%,15.9%,17.9%,101,034,087,2388880000,,,957428000,,,171230000,,,29747000,148496000,723636000,326151000,177655000,2069020000,324135000,526622000,69008000
PATI3,ON,PANATLANTICA ON,Siderurgia e Metalurgia,Artefatos de Ferro e Aço,43.90,2023-02-06,34.00,77.50,4396,1050610000,1073080000,2022-09-30,23932000,1403,115,1227,042,051,095,179,6.6%,1114,1253,30.7%,313,3803,8.9%,3.4%,3.0%,4.2%,8.0%,8.2%,274,075,121,2061970000,,,910125000,,,74866000,,,19322000,657140000,1740260000,679610000,22470000,2487910000,85636000,585403000,9771000
PATI4,PN,PANATLANTICA PN,Siderurgia e Metalurgia,Artefatos de Ferro e Aço,51.99,2022-10-28,51.99,61.86,0,1244220000,1266690000,2022-09-30,23932000,1662,137,1453,050,060,112,211,5.6%,1315,1479,30.7%,313,3803,8.9%,3.4%,3.0%,4.2%,8.0%,8.2%,274,075,121,2061970000,,,910125000,,,74866000,,,19322000,657140000,1740260000,679610000,22470000,2487910000,85636000,585403000,9771000
PCAR3,ON,PÃO DE AÇÚCAR ON,Comércio e Distribuição,Alimentos,18.20,2023-02-10,15.06,25.44,67213100,4916530000,8914530000,2022-09-30,270139000,288,036,154,011,011,558,-036,1.9%,176,279,-7.9%,632,5012,25.3%,7.0%,4.2%,7.4%,9.7%,12.6%,107,058,105,43391000000,,,13539000000,,,1706000000,,,-296000000,3860000000,13845000000,7858000000,3998000000,45512000000,3200000000,10451000000,661000000
PDGR3,ON NM,PDG REALT ON NM,Construção Civil,Incorporações,0.12,2023-02-10,0.10,1.90,2954680,38662300,1169610000,2022-09-30,322186000,006,-001,-049,023,003,-002,-001,0.0%,-1482,-1468,-9.1%,195,-1511,16.1%,-46.5%,363.6%,-6.6%,-9.2%,-12.9%,029,-025,014,1211350000,,,-4867480000,,,628558000,,,-118569000,94125000,957335000,1225070000,1130950000,171362000,-79685000,23746000,-23030000
PDTC3,ON,PADTEC ON,Serviços Financeiros Diversos,Gestão de Recursos e Investimentos,2.61,2023-02-10,2.61,6.64,93150,204754000,275610000,2022-09-30,78450000,9223,157,1492,057,042,125,-2587,0.0%,896,2009,102.8%,003,166,32.5%,3.8%,0.6%,2.8%,3.6%,1.7%,190,090,074,484679000,,,130596000,,,2220000,,,12218000,47222000,346168000,118078000,70856000,358366000,13721000,103096000,8822000
PEAB3,ON,CIA. DE PARTICIPAÇÕES ALIANÇA DA BAHIA ON,Holdings Diversificadas,Holdings Diversificadas,38.00,2023-02-10,38.00,63.20,3158,488300000,356318000,2022-09-30,12850000,-436,072,-7766,1305,061,220,437,4.6%,-12351,-5667,-51.9%,-872,5277,62.8%,-16.8%,-298.6%,-0.8%,-1.0%,-16.5%,1420,009,005,805014000,,,678038000,,,-112023000,,,1775000,190269000,238785000,58287000,-131982000,37427000,-6288000,11960000,1098000
PEAB4,PN,CIA. DE PARTICIPAÇÕES ALIANÇA DA BAHIA PN,Holdings Diversificadas,Holdings Diversificadas,60.00,2023-01-31,58.05,87.55,5088,771000000,639018000,2022-09-30,12850000,-688,114,-12262,2060,096,347,690,3.2%,-22150,-10163,-51.9%,-872,5277,62.8%,-16.8%,-298.6%,-0.8%,-1.0%,-16.5%,1420,009,005,805014000,,,678038000,,,-112023000,,,1775000,190269000,238785000,58287000,-131982000,37427000,-6288000,11960000,1098000
PETR3,ON,PETROBRAS ON,"Petróleo, Gás e Biocombustíveis","Exploração, Refino e Distribuição",30.08,2023-02-10,20.32,37.09,449539000,392378000000,649093000000,2022-09-30,13044500000,222,105,138,064,041,1668,-095,55.6%,181,228,15.4%,1353,2856,51.3%,46.2%,28.7%,30.1%,32.3%,47.4%,117,079,065,947574000000,,,372498000000,,,176491000000,,,46096000000,36688000000,159327000000,293403000000,256715000000,616867000000,285147000000,170076000000,78726000000
PETR4,PN,PETROBRAS PN,"Petróleo, Gás e Biocombustíveis","Exploração, Refino e Distribuição",26.72,2023-02-10,17.70,33.13,1806940000,348549000000,605264000000,2022-09-30,13044500000,197,094,122,057,037,1482,-084,62.6%,168,212,15.4%,1353,2856,51.3%,46.2%,28.7%,30.1%,32.3%,47.4%,117,079,065,947574000000,,,372498000000,,,176491000000,,,46096000000,36688000000,159327000000,293403000000,256715000000,616867000000,285147000000,170076000000,78726000000
PETZ3,ON NM,PETZ ON NM,Comércio,Produtos Diversos,6.52,2023-02-10,5.66,19.39,83376000,3009910000,2875430000,2022-09-30,461643000,5003,164,1362,114,084,660,-495,0.3%,615,1301,35.5%,013,397,48.7%,8.4%,2.3%,6.2%,7.4%,3.3%,167,007,074,3577730000,,,1831130000,,,60167000,,,10576000,262413000,1138240000,127931000,-134482000,2638740000,220940000,739902000,58563000
PFRM3,ON NM,PROFARMA ON NM,Comércio e Distribuição,Medicamentos e Outros Produtos,3.30,2023-02-10,2.95,4.68,643964,408583000,983026000,2022-09-30,123813000,468,034,123,005,010,047,254,5.3%,210,297,16.1%,071,973,14.6%,4.5%,1.3%,7.9%,11.9%,7.2%,145,057,178,4178750000,,,1205210000,,,87310000,,,16330000,116521000,2814830000,690964000,574443000,7435080000,331145000,2037750000,109369000
PGMN3,ON NM,PAGUE MENOS ON NM,Comércio e Distribuição,Medicamentos e Outros Produtos,3.67,2023-02-10,3.46,10.53,3000400,1628680000,2649100000,2022-09-30,443781000,1666,072,458,019,020,125,-094,5.1%,377,745,8.3%,022,508,32.1%,4.2%,1.2%,4.4%,5.8%,4.3%,147,057,105,8051340000,,,2253080000,,,97736000,,,-305000,252801000,4058340000,1273220000,1020420000,8477030000,355460000,2490170000,82094000
PINE4,PN,Pine PN,Intermediários Financeiros,Bancos,1.74,2023-02-10,0.96,1.90,312324,324407000,-,2022-12-31,186441000,793,037,-,-,-,-,-,3.5%,-,-,44.8%,022,466,-,-,0.0%,0.0%,-,4.7%,-,-,-,16350600000,4448420000,8113760000,868979000,187354000,40100000,40900000,58884000,13096000,22394000,,,,,,,,
PLAS3,ON,PLASCAR PARTICIPAÇÕES INDUSTRIAIS S.A ON,Automóveis e Motocicletas,Automóveis e Motocicletas,9.00,2023-02-06,6.32,12.00,2033,111825000,376161000,2022-09-30,12425000,-131,-030,2798,014,015,-033,-013,0.0%,710,9411,21.6%,-687,-2992,14.3%,0.5%,-10.9%,0.6%,0.6%,23.0%,041,-076,109,724793000,,,-371809000,,,-85409000,,,-23516000,18294000,236184000,282630000,264336000,786854000,3997000,233259000,7087000
